#Clusters,Total,D2C,Radius,K,MAE,MSE,m,h,w,t,l,k,b,delta,GBin,LBin,GMode,LMode,#Buckets,#Bins,#Seeds,Phase1,Phase2,Phase3,Eval
13787,342.74,0.325157,0.613043,13831,0.412653,0.207083,24,4,-1.00,500,10,6,1,300,0.9,0.8,0.4,0.4,198888,58517,17420,10.03,85.29,247.42,3.82
25160,523.37,0.274060,0.587259,25217,0.391212,0.195535,24,6,-1.00,300,6,4,1,100,0.9,0.8,0.4,0.4,284476,85004,32714,9.96,31.61,481.80,3.78
18845,407.89,0.282629,0.609500,18890,0.403395,0.204699,24,6,-1.00,300,6,4,1,300,0.9,0.8,0.4,0.4,284476,69554,24504,10.00,37.93,359.96,3.85
14146,294.20,0.285848,0.633046,14185,0.417861,0.215427,24,6,-1.00,300,6,6,1,100,0.9,0.8,0.4,0.4,284476,51599,17406,10.00,27.54,256.66,4.10
11823,265.78,0.291102,0.645014,11845,0.425709,0.221611,24,6,-1.00,300,6,6,1,300,0.9,0.8,0.4,0.4,284476,46862,14551,10.02,44.62,211.14,3.90
28888,647.70,0.272405,0.575435,28986,0.386087,0.191815,24,6,-1.00,300,8,4,1,100,0.9,0.8,0.4,0.4,284476,113655,39471,10.01,54.66,583.03,3.80
21539,491.07,0.280897,0.597860,21621,0.398026,0.200726,24,6,-1.00,300,8,4,1,300,0.9,0.8,0.4,0.4,284476,92960,29145,9.95,52.95,428.17,3.84
16358,370.54,0.284407,0.622362,16409,0.411899,0.210855,24,6,-1.00,300,8,6,1,100,0.9,0.8,0.4,0.4,284476,68848,20688,9.99,52.38,308.17,3.85
13538,317.81,0.289142,0.634899,13572,0.419076,0.216102,24,6,-1.00,300,8,6,1,300,0.9,0.8,0.4,0.4,284476,62508,17105,10.03,55.15,252.63,3.85
31181,721.11,0.271363,0.569683,31283,0.383077,0.189778,24,6,-1.00,300,10,4,1,100,0.9,0.8,0.4,0.4,284476,142015,43427,10.01,62.85,648.25,3.81
23099,541.91,0.280073,0.591577,23185,0.394575,0.197964,24,6,-1.00,300,10,4,1,300,0.9,0.8,0.4,0.4,284476,116118,31767,10.01,63.43,468.47,3.76
17809,409.59,0.283109,0.614740,17858,0.407480,0.207261,24,6,-1.00,300,10,6,1,100,0.9,0.8,0.4,0.4,284476,86109,22807,10.00,61.95,337.64,3.86
14692,353.14,0.288526,0.628075,14738,0.415995,0.213982,24,6,-1.00,300,10,6,1,300,0.9,0.8,0.4,0.4,284476,78163,18750,10.01,66.36,276.77,3.88
13273,290.39,0.299158,0.645091,13287,0.413064,0.211753,24,6,-1.00,500,6,4,1,100,0.9,0.8,0.4,0.4,156288,42209,17266,9.99,30.44,249.96,3.85
12579,277.14,0.301890,0.649541,12603,0.415521,0.213632,24,6,-1.00,500,6,4,1,300,0.9,0.8,0.4,0.4,156288,41377,16380,10.00,30.45,236.69,4.06
6990,148.91,0.319116,0.697305,7001,0.441230,0.233510,24,6,-1.00,500,6,6,1,100,0.9,0.8,0.4,0.4,156288,23694,8519,9.98,27.42,111.51,4.09
6818,144.86,0.319119,0.697514,6833,0.442608,0.234866,24,6,-1.00,500,6,6,1,300,0.9,0.8,0.4,0.4,156288,23640,8382,9.90,27.54,107.42,4.17
15436,359.37,0.296003,0.630026,15465,0.407476,0.207759,24,6,-1.00,500,8,4,1,100,0.9,0.8,0.4,0.4,156288,56391,21000,9.93,40.18,309.26,3.87
14568,338.80,0.299002,0.635676,14607,0.409247,0.208617,24,6,-1.00,500,8,4,1,300,0.9,0.8,0.4,0.4,156288,55311,19869,10.00,39.92,288.88,3.84
8156,188.05,0.315499,0.685099,8167,0.436095,0.229567,24,6,-1.00,500,8,6,1,100,0.9,0.8,0.4,0.4,156288,31652,10250,9.93,36.24,141.88,4.12
8004,184.29,0.316732,0.687495,8014,0.437327,0.231148,24,6,-1.00,500,8,6,1,300,0.9,0.8,0.4,0.4,156288,31577,10071,10.02,36.15,138.12,4.03
16733,396.42,0.293702,0.623958,16776,0.403403,0.204352,24,6,-1.00,500,10,4,1,100,0.9,0.8,0.4,0.4,156288,70422,23171,9.91,49.31,337.20,3.80
15749,377.69,0.296986,0.627901,15777,0.405934,0.206073,24,6,-1.00,500,10,4,1,300,0.9,0.8,0.4,0.4,156288,69088,21835,9.99,49.32,318.38,3.82
8909,212.02,0.311663,0.678219,8931,0.430743,0.224999,24,6,-1.00,500,10,6,1,100,0.9,0.8,0.4,0.4,156288,39599,11341,9.97,44.87,157.18,4.10
8764,209.53,0.312593,0.678613,8776,0.432584,0.226860,24,6,-1.00,500,10,6,1,300,0.9,0.8,0.4,0.4,156288,39507,11124,9.92,44.61,155.00,4.13
