#Clusters,Total,D2C,Radius,K,MAE,MSE,m,h,w,t,l,k,b,delta,GBin,LBin,GMode,LMode,#Buckets,#Bins,#Seeds,Phase1,Phase2,Phase3,Eval
6559,55.95,0.113952,0.293578,6579,0.132884,0.029905,16,4,-1.00,30,10,4,1,50,0.9,0.8,0.5,0.3,59573,41526,8371,1.05,6.86,48.04,1.91
8152,86.97,0.110805,0.285959,8167,0.127849,0.027423,16,4,-1.00,30,10,6,1,30,0.9,0.8,0.5,0.3,59573,56624,10054,1.00,5.97,80.00,1.93
5069,35.58,0.117293,0.318968,5078,0.119556,0.021749,16,4,-1.00,30,10,6,1,50,0.9,0.8,0.5,0.3,59573,32535,6272,1.02,6.02,28.54,1.64
10844,158.93,0.106923,0.259296,10878,0.117193,0.023784,16,4,-1.00,30,12,4,1,30,0.9,0.8,0.5,0.3,59573,85199,13964,1.01,8.04,149.88,2.61
6899,66.73,0.113957,0.281615,6915,0.130577,0.028715,16,4,-1.00,30,12,4,1,50,0.9,0.8,0.5,0.3,59573,49809,8922,1.02,7.96,57.75,2.19
8487,98.25,0.110091,0.283101,8500,0.126161,0.026795,16,4,-1.00,30,12,6,1,30,0.9,0.8,0.5,0.3,59573,67919,10641,1.03,7.02,90.20,2.19
5297,38.53,0.116649,0.316423,5303,0.118430,0.021404,16,4,-1.00,30,12,6,1,50,0.9,0.8,0.5,0.3,59573,39016,6647,1.01,7.03,30.49,1.65
8617,99.41,0.110564,0.279738,8631,0.125040,0.026513,16,4,-1.00,40,8,4,1,30,0.9,0.8,0.5,0.3,46982,46814,10909,1.02,5.41,92.98,2.03
6289,48.10,0.114754,0.298000,6299,0.135067,0.030766,16,4,-1.00,40,8,4,1,50,0.9,0.8,0.5,0.3,46982,33402,7969,1.02,5.44,41.64,2.08
6568,49.77,0.114019,0.301722,6578,0.135336,0.030795,16,4,-1.00,40,8,6,1,30,0.9,0.8,0.5,0.3,46982,35716,8064,1.02,4.74,44.01,2.25
4862,32.31,0.117795,0.326269,4867,0.120770,0.022186,16,4,-1.00,40,8,6,1,50,0.9,0.8,0.5,0.3,46982,26094,5953,1.02,4.67,26.62,1.64
8936,109.13,0.110084,0.277839,8954,0.123567,0.026075,16,4,-1.00,40,10,4,1,30,0.9,0.8,0.5,0.3,46982,58587,11416,1.03,6.59,101.51,1.89
6556,55.92,0.113903,0.293426,6574,0.132887,0.029900,16,4,-1.00,40,10,4,1,50,0.9,0.8,0.5,0.3,46982,41845,8376,1.03,6.60,48.29,2.21
6830,57.04,0.113473,0.295902,6841,0.133280,0.029894,16,4,-1.00,40,10,6,1,30,0.9,0.8,0.5,0.3,46982,44666,8474,1.01,5.78,50.25,2.49
5049,35.20,0.117471,0.320367,5057,0.119632,0.021778,16,4,-1.00,40,10,6,1,50,0.9,0.8,0.5,0.3,46982,32609,6257,1.01,5.72,28.47,1.62
9397,124.00,0.109705,0.266507,9418,0.121318,0.025245,16,4,-1.00,40,12,4,1,30,0.9,0.8,0.5,0.3,46982,70270,12157,1.03,7.65,115.32,2.17
